24098404305,"#yoconfieso q estoy muy desepcionado de los #VIKINGS tendran q jugar mucho mejor si quieren llegar lejos, y hacerme feliz jaja"
24098400505,NO Saints wear patch last night honouring Super Bowl win: http://bit.ly/c7beLR #nfl #neworleanssaints
24081820907,"I'm no coach, but I'm thinking... maybe Favre would've played better had he shown up for camp and practiced like everyone else. #Vikings"
24078616806,Go #Saints Go Who Dat!! We play to win...We play to win @Official_Saints
24316122104,"Since the #Panthers lost today, how long will it be before everyone of their ""fans"" calls for Clausen? The Panthers blow anyway #NFL"
24076617506,#kleinsasser & #Vikings got hosed by refs. Goodnight. Ps i hate the saints
24078225506,"Finn McCool's - great place to watch da #Saints. Free food, cheap drinks, lotsa tvs, lotsa crazy who dats. We'll be back! See ya there?"
24097264401,I passed out last niqht but my #SAINTS!!!! Won!!!!!  Yeaaaa!!!!!!
24081018706,SMH~save ur money to lose on cowboys RT @longhauler4lyfe: Thanks #vikings!!! I lost 4 bucks because of your paper thin ass defense!  #nfl
24078101502,@venusfrycook yikes :/ I'm pretty sure Admin will hook you up. Thx a lot! #vikings
24098918703,Saints get back down to business with opening win (REUTERS)  The New Orleans Saints opened their Super Bowl.... http://bit.ly/d0mJIJ #Saints
24316031302,"RT @BWFINALLYFAMOUS: Sorry to bother you sir @BarackObama I know you have a lot on your plate, but that call at the #Lions game was a #s ..."
24076676004,RT @PeterBurnsRadio: Brett Favre's last 5 press conferences make hostage demand videos seems light-hearted. #Vikings
24085155901,New Orleans #Saints Game MVP.. http://bit.ly/aY5m5z
24316074300,#TEXANS D killed em today imagine when @briancushing56 gets back!
24089745104,RT @TheOnion: #Vikings Advice: be careful not to confuse @JeremyShockey with one of your assholes and accidentally bring the tight-end b ...
24316092004,"Damn, the #raiders are off to their best start in years... They only lost by 25 points! Jajaja #raidernation you suck"
24082571400,Hahah @JeffSchultzAJC yes-I'm sure camp would have helped-#loss #vikings #nfl #favre
24076436306,Good game 2nite @THA_CARTER that offensive line was lookin GREAT 2nit!!!! Goooooo #Saints
24316147305,"RT @BWFINALLYFAMOUS: Sorry to bother you sir @BarackObama I know you have a lot on your plate, but that call at the #Lions game was a #s ..."
24316137304,Feedback for #BillMusgrave ... Tell Ryan not to stare down his receivers. That's QB 101. Unbelievable. #Falcons
24076870301,"After learning a/b the rules &regulations of football, I thoroughly enjoyed watching the #saints, only b/c Oklahoma has no NFL team."
24082230600,"@somelutheranguy Hope the #vikings show more enthusiasm for the next game. Maybe I misread the tone, but it felt low energy."
24098816306,"Pushed last night with the #Saints -5...puts us at 2-3-2 on the year...here is the rest of my picks for the weekend, well see how it goes..."
24316083307,Photo | Jacksonville Jaguars wide receiver Kassim Osgood (81) catches a pass for a 24-yard touchdown as he is  http://ffd.me/cfGwt4 #jaguars
24077212305,"RT @TheOnion: #Saints Advice: Feed off the energy of people screaming #WhoDat, and then realize you have the dumbest job in the world #O ..."
24096986605,(Times Pic) Minnesota Vikings lose on Flat Thursday: New Orleans Saints links http://bit.ly/8YbI30 #saints
24080493803,Only 2 of 2009's 12 playoff teams lost their opener. #nfl #vikings
24090253705,"Vikings LT Bryant McKinnie CARTED off the field with a finger injury
http://tinyurl.com/23atm66 #NFL #Vikings"
24316105001,#Bears fans celebrate the season opening win by wearing this sweet shirt. http://instantclassic.bigcartel.com  http://yfrog.com/n9tkyxj
24093234302,RT @TAYSTEVENS: grrrrrr the #vikings lost :( booo&lt;&lt;&lt; :( :( :( :( :( :(
24316140503,"RT @CHOPSTARJIMMY: When the #steelers win, i do a lot of #random shit.. i mite just eat ashes and sc: RT @CHOPSTAR... http://bit.ly/cQq9ri"
24316032606,I predicted #Patriots 34 - 24...Final was 38-24 not bad...huh...
24092596002,RT @stephenlitel: Defense did their job. Too bad Brett didn't come to camp to get to know receivers. #Vikings
24080249504,tonight watched the #Saints game and then #realworld New Orleans.  Makes me want to go back and visit.
24080948003,"RT @dbrauer: Well, at least the #vikings cleaned up that 12-men-on-the-field thing. #silverlining"
24099583504,RT @TheOnion: Can the #Saints play well enough to reinvigorate the job outlook and restore industry to a broken and defeated area? #Onio ...
24084334800,(Times Pic) NFL union head: Owners preparing for 2011 lockout http://bit.ly/amRc6o #saints
24316164503,Photo | Indianapolis Colts quarterback Peyton Manning is slow to get up after being hit as referee Ed Hochuli ch http://ffd.me/9O7tcG #colts
24096520604,"RT @snakeandjakes: Guy calls radio show says #Saints game was boring. A very hoarse Bobby Hebert yells ""Your sex life is boring"""
24096749706,i am sad how #saints won over #geelong last week. Cats were almost won that match if umpire wudnt have changed it.
24094017008,Set for my 5 Eyewitness News morning show debut. Childress and Favre discuss what went wrong last night.  Tune in for the 6am show. #Vikings
24087447008,looking forward to the #saints v #wire game tonight?
24092733503,Up in da am headn to school #TGIF Congrats #Saints!!!!
24093399109,"#Saints win the last #NFL 2009 game and the first game of the 2010 season. It's on, #whodatnation becoming #twodatnation !"
24090772000,Хотел увидеть сейфти ... но Бриз стрельнул на 30 ярдов ... #Saints
24082080400,RT @TheOnion: #Vikings Advice: If there was ever a time to intimidate a team by throwing a bunch of oil-soaked birds onto the 50-yard li ...
24098090108,"RT @TheOnion: #Vikings still have unanswered questions in the secondary, such as ""What's a cornerback?"" & ""Who was supposed to cover tha ..."
24087593006,"RT @TheOnion: #Saints Advice: Feed off the energy of people screaming #WhoDat, and then realize you have the dumbest job in the world #O ..."
24089977003,September success by Romo gives Cowboys reason to anticipate starting in right direction:  http://bit.ly/cWQ2Je #NFL #VIKINGS
24080791201,Can the #Saints go back to sucking so I can stop hearing #whodat probably the dumbest chant I ever heard for a team
24085932609,@benhainline it was a good one man. Caught the highlights. #Saints need to realize this season isnt gonna be a walk in the park...
24083020702,RT @TheOnion: #Vikings Advice: be careful not to confuse @JeremyShockey with one of your assholes and accidentally bring the tight-end b ...
24090016203,(Yahoo Sports) Saints grind out 14-9 win over Vikings in opener (PA SportsTicker) http://bit.ly/bj2VXo #saints
24099235608,"OK #vikings, you did not help yourself get closer to new stadium. Let's see some more offense next week."
24316046307,"It's not pretty but Giants win. Loved the INTs and defensive line, hated the dropped passes and turnovers. #NYG"
24316130208,"Photo | ORCHARD PARK, NY - SEPTEMBER 12: Steve Johnson #13 the Buffalo Bills tries to get away from Chris Cle http://ffd.me/dqXV9G #dolphins"
24083798206,New Orleans #Saints Vike fans like our O-Line http://bit.ly/b0dJ4k
